Date	Time	Trainig/Test	Event ID	Title	Link	Abstract
06.02.2019	15:55:03	Training	1	Dog food recall: How high levels of vitamin D can be toxic for pets - USA TODAY -	https://twitter.com/tweet/status/1093176254470258688	Dog food recall: How high levels of vitamin D can be toxic for pets - USA TODAY - https://t.co/7xeHpL1eoy
06.02.2019	10:37:00	Training	1	"#RECALL ALERT: Hill's Pet Nutrition recalls 25 types of canned dog food after ""dangerous"" levels of Vitamin D are d…"	https://twitter.com/tweet/status/1093096211932987392	"#RECALL ALERT: Hill's Pet Nutrition recalls 25 types of canned dog food after ""dangerous"" levels of Vitamin D are d… https://t.co/i5L0i0X6Uq"
05.02.2019	05:28:21	Training	1	"RT @choiceaustralia: ?? Hill’s pet food recall ?? Hills has issued a voluntary recall on some of its dog food products due to ""potentially…"	https://twitter.com/tweet/status/1092656149801750528	"RT @choiceaustralia: ?? Hill’s pet food recall ?? Hills has issued a voluntary recall on some of its dog food products due to ""potentially…"
04.02.2019	21:34:19	Training	1	ALERT: Pet Food Recall	https://twitter.com/tweet/status/1092536856862961665	ALERT: Pet Food Recall https://t.co/7O2f7RUaVC
06.02.2019	22:00:11	Training	1	Another dog food recall over dangerous levels of vitamin D	https://twitter.com/tweet/status/1093268140535021569	Another dog food recall over dangerous levels of vitamin D https://t.co/SkBS33Bjl3
05.02.2019	17:03:56	Training	1	Hill's Pet Nutrition Is Latest Brand to Get Hit by Dog Food Recall – Newser https://t.co/WZu9oYFqBS	https://twitter.com/tweet/status/1092831201491079168	Hill's Pet Nutrition Is Latest Brand to Get Hit by Dog Food Recall – Newser https://t.co/WZu9oYFqBS https://t.co/sdpa7tJzNy
05.02.2019	22:37:20	Training	1	@30seconds Hill's dog food recall: Pet owners blame Hills for dogs' deaths - The ...	https://twitter.com/tweet/status/1092915101949153280	@30seconds Hill's dog food recall: Pet owners blame Hills for dogs' deaths - The ... https://t.co/CgpMTTmmrv... 19 hours ago
06.02.2019	01:18:31	Training	1	#Dog food recall: Hill's Pet Nutrition food may contain dangerous levels of vitamin D	https://twitter.com/tweet/status/1092955666203824128	#Dog food recall: Hill's Pet Nutrition food may contain dangerous levels of vitamin D https://t.co/3Z6BZz1ape via @usatoday
05.02.2019	23:49:50	Training	1	Dog food recall of Hill's Pet Nutrition: Vitamin D levels may be toxic	https://twitter.com/tweet/status/1092933347775520771	Dog food recall of Hill's Pet Nutrition: Vitamin D levels may be toxic https://t.co/8PtF1IPtnY #recalls #pets #dogs #pleaseRT
06.02.2019	16:27:34	Training	1	Dog food recall: How high levels of vitamin D can be toxic for pets https://t.co/Ft6kRhHryU	https://twitter.com/tweet/status/1093184434453413889	Dog food recall: How high levels of vitamin D can be toxic for pets https://t.co/Ft6kRhHryU https://t.co/3MDhiCaMx4
06.02.2019	13:45:21	Training	1	Another dog food recall over dangerous levels of vitamin D | Fox Business	https://twitter.com/tweet/status/1093143760190484480	Another dog food recall over dangerous levels of vitamin D | Fox Business https://t.co/7NQKMD7Oav
04.02.2019	22:29:33	Training	1	Vitamin D Recall Expands w/ Voluntary Recall for Hill's Pet Nutrition Canned Wet #DogFood Get the list here:…	https://twitter.com/tweet/status/1092550755523923976	Vitamin D Recall Expands w/ Voluntary Recall for Hill's Pet Nutrition Canned Wet #DogFood Get the list here:… https://t.co/LC3cnVANnR
05.02.2019	12:35:02	Training	1	Hill's Science Diet issues voluntary dog food recall	https://twitter.com/tweet/status/1092763526953873408	Hill's Science Diet issues voluntary dog food recall https://t.co/bQUhnoBMpU
06.02.2019	13:41:33	Training	1	Recall Alert: Hill's is conducting a voluntary recall on canned dog food due to potentially high levels of vitamin…	https://twitter.com/tweet/status/1093142654416769024	Recall Alert: Hill's is conducting a voluntary recall on canned dog food due to potentially high levels of vitamin… https://t.co/AXxmwZWpan
06.02.2019	13:46:35	Training	1	There has been a massive recall for one popular dog food over concerns of excessive vitamin D, a problem that could…	https://twitter.com/tweet/status/1093143923994869760	There has been a massive recall for one popular dog food over concerns of excessive vitamin D, a problem that could… https://t.co/ICyDd6cLoG
06.02.2019	16:08:58	Training	1	Hill's Science Diet and Prescription Diet Foods Recalled Due To Excess Vitamin D - https://t.co/jOOVojfmqg	https://twitter.com/tweet/status/1093179756076515328	Hill's Science Diet and Prescription Diet Foods Recalled Due To Excess Vitamin D - https://t.co/jOOVojfmqg https://t.co/chbiySVCHW
05.02.2019	11:00:15	Training	1	????DOG FOOD RECALL!! Pls. read this thread!!??	https://twitter.com/tweet/status/1092739843501842432	????DOG FOOD RECALL!! Pls. read this thread!!?? https://t.co/Uu8yPmMz8s
07.02.2019	05:48:40	Training	1	RT @DebResists: Dog food recall.	https://twitter.com/tweet/status/1093386038452674560	RT @DebResists: Dog food recall. https://t.co/x9n30A8mU0
05.02.2019	16:03:36	Training	1	Voluntary Recall for Hill's Pet Nutrition Canned Dog Food. - blueelectricangels: end0skeletal: bush-dogs:...	https://twitter.com/tweet/status/1092816014784561165	Voluntary Recall for Hill's Pet Nutrition Canned Dog Food. - blueelectricangels: end0skeletal: bush-dogs:... https://t.co/dUYYqyUG5c
05.02.2019	16:04:49	Training	1	Hill's Canned Food Recall! ?????? https://t.co/9noGRIUR2Z	https://twitter.com/tweet/status/1092816320993943552	Hill's Canned Food Recall! ?????? https://t.co/9noGRIUR2Z https://t.co/9noGRIUR2Z
05.02.2019	23:50:17	Training	1	NOW on @NBCNightlyNews: A warning for pet owners-- a dog food recall has left an undetermined number of pets ill an…	https://twitter.com/tweet/status/1092933495830261760	NOW on @NBCNightlyNews: A warning for pet owners-- a dog food recall has left an undetermined number of pets ill an… https://t.co/9yxtmwke3B
05.02.2019	11:22:26	Training	1	Vet food recall	https://twitter.com/tweet/status/1092745258889330689	Vet food recall https://t.co/LRi0YmEmoQ
05.02.2019	19:49:24	Training	1	Another dog food recall over dangerous levels of vitamin D - Fox News here we go again	https://twitter.com/tweet/status/1092872838980218880	Another dog food recall over dangerous levels of vitamin D - Fox News here we go again https://t.co/FfF7dUs3nY
06.02.2019	18:44:54	Training	1	Voluntary Food Recall by Hills: Hills Science Diet had issued a voluntary food recall on SELECT diets of CANNED DOG…	https://twitter.com/tweet/status/1093218994998398981	Voluntary Food Recall by Hills: Hills Science Diet had issued a voluntary food recall on SELECT diets of CANNED DOG… https://t.co/6iEmKhJXsM
06.02.2019	00:00:00	Training	1	Dog food recall: How high levels of vitamin D can be toxic for pets	https://eu.usatoday.com/story/money/business/2019/02/06/dog-food-recall-how-high-levels-vitamin-d-can-deadly-pets/2775864002/	Dog food recall: How high levels of vitamin D can be toxic for pets
06.02.2019	13:15:26	Training	1	Pet owners please read about this dog food recall.	https://twitter.com/tweet/status/1093136208736276481	Pet owners please read about this dog food recall. https://t.co/JLYwTUuni0
06.02.2019	13:09:39	Training	1	Another dog food recall over dangerous levels of vitamin D PLEASE SHARE	https://twitter.com/tweet/status/1093134628817420288	Another dog food recall over dangerous levels of vitamin D PLEASE SHARE https://t.co/h2brydGgHk
07.02.2019	02:03:06	Training	1	A dog food recall has been issued over potentially dangerous levels of Vitamin D in the mix.	https://twitter.com/tweet/status/1093329273681862658	A dog food recall has been issued over potentially dangerous levels of Vitamin D in the mix. https://t.co/vBK3TPHUpo
05.02.2019	23:54:24	Training	1	Hill's Science Diet issues voluntary dog food recall - KSNW	https://twitter.com/tweet/status/1092934497065189376	Hill's Science Diet issues voluntary dog food recall - KSNW https://t.co/4djO6U9Zlg
05.02.2019	01:09:57	Training	1	RT @NationwidePet: Recall alert: Find out why Hill’s Pet Nutrition has voluntarily recalled select canned dog food and how you can reach Hi…	https://twitter.com/tweet/status/1092591121358901255	RT @NationwidePet: Recall alert: Find out why Hill’s Pet Nutrition has voluntarily recalled select canned dog food and how you can reach Hi…
06.02.2019	18:19:15	Training	1	Science Diet Dog Food Recall	https://twitter.com/tweet/status/1093212540107018240	Science Diet Dog Food Recall https://t.co/yRCEe7LSXY
05.02.2019	05:53:14	Training	1	New dog food recall and latest warning on grain-free foods	https://twitter.com/tweet/status/1092662411956445184	New dog food recall and latest warning on grain-free foods https://t.co/1mOhmNoU9n
06.02.2019	02:59:06	Training	1	HILL'S DOG FOOD RECALL LIST! https://t.co/EzFBNwemPl	https://twitter.com/tweet/status/1092980977700405248	HILL'S DOG FOOD RECALL LIST! https://t.co/EzFBNwemPl https://t.co/EzFBNwemPl
05.02.2019	13:10:16	Training	1	ATTN: Dog Owner or Dog Friends: dog food recall	https://twitter.com/tweet/status/1092772435055656960	ATTN: Dog Owner or Dog Friends: dog food recall https://t.co/o26sdcnwTX
06.02.2019	15:22:31	Training	1	Hill's Voluntary Recall The Hill’s recall is a voluntary recall on select canned dog food only. No dry food or an…	https://twitter.com/tweet/status/1093168065582452737	Hill's Voluntary Recall The Hill’s recall is a voluntary recall on select canned dog food only. No dry food or an… https://t.co/aEgRFvTyMw
05.02.2019	21:25:24	Training	1	?? Another Dog Food Recall over dangerous levels of vitamin D ?? Hill’s Pet Nutrition is voluntarily recalling 25 se…	https://twitter.com/tweet/status/1092897075552051202	?? Another Dog Food Recall over dangerous levels of vitamin D ?? Hill’s Pet Nutrition is voluntarily recalling 25 se… https://t.co/MVJWVtig85
05.02.2019	11:40:21	Training	1	New dog food recall and the latest warning on grain-free foods - The Mercury News	https://twitter.com/tweet/status/1092749900050247681	New dog food recall and the latest warning on grain-free foods - The Mercury News https://t.co/DyIWxDIypU
05.02.2019	19:09:56	Training	1	RT @colmant_: Another dog food recall over dangerous levels of vitamin D - Fox News	https://twitter.com/tweet/status/1092862909728735232	RT @colmant_: Another dog food recall over dangerous levels of vitamin D - Fox News https://t.co/6cvfVxMIuh
06.02.2019	14:46:56	Training	1	RT @DandC: Dog food recall: How high levels of vitamin D can be toxic for pets	https://twitter.com/tweet/status/1093159110533619712	RT @DandC: Dog food recall: How high levels of vitamin D can be toxic for pets https://t.co/qC6WaUxqfc #ROC
05.02.2019	13:25:40	Training	1	Hill's Pet Nutrition dog food recall.	https://twitter.com/tweet/status/1092776385221980160	Hill's Pet Nutrition dog food recall. https://t.co/4AljQvyud4
06.02.2019	12:30:21	Training	1	Another #dog food recall over dangerous levels of vitamin D	https://twitter.com/tweet/status/1093124737927208961	Another #dog food recall over dangerous levels of vitamin D https://t.co/WNShOM25c2 #FoxBusiness
07.02.2019	02:07:34	Training	1	@washingtonpost Instead of belatedly reporting on Feb 4th dog owners grieving after the @HillsPet food recall, why…	https://twitter.com/tweet/status/1093330396886888449	@washingtonpost Instead of belatedly reporting on Feb 4th dog owners grieving after the @HillsPet food recall, why… https://t.co/5lEzTO6mll
06.02.2019	06:22:55	Training	1	Days after #HillsPetNutrition voluntary #recall select canned #DogFood products due to potentially elevated levels…	https://twitter.com/tweet/status/1093032269965479937	Days after #HillsPetNutrition voluntary #recall select canned #DogFood products due to potentially elevated levels… https://t.co/OKQ9kpx4c7
05.02.2019	20:21:46	Training	1	Distraught pet owners lash out at company following dog food recall • Pet Rescue Report	https://twitter.com/tweet/status/1092880987439140865	Distraught pet owners lash out at company following dog food recall • Pet Rescue Report https://t.co/VFAuRnUcZW
06.02.2019	11:19:04	Training	1	Dog food recall: Hill's Pet Nutrition food may contain dangerous levels of vitamin D.	https://twitter.com/tweet/status/1093106797244628993	Dog food recall: Hill's Pet Nutrition food may contain dangerous levels of vitamin D. https://t.co/93esBCfttZ
05.02.2019	23:08:59	Training	1	RECALL ALERT: Pet owners say their dogs are sick or dying after eating recalled Hill's Pet Nutrition dog food	https://twitter.com/tweet/status/1092923068098510849	RECALL ALERT: Pet owners say their dogs are sick or dying after eating recalled Hill's Pet Nutrition dog food https://t.co/hskyIDCPzj
06.02.2019	13:32:23	Training	1	??RECALL ALERT?? Hill’s Pet Nutrition is voluntarily recalling some canned dog food products due to potentially high…	https://twitter.com/tweet/status/1093140348451209217	??RECALL ALERT?? Hill’s Pet Nutrition is voluntarily recalling some canned dog food products due to potentially high… https://t.co/RcEb7eZkKM
06.02.2019	15:03:00	Training	1	Hill’s Prescription Diet and Science Diet Dog Food Recall	https://twitter.com/tweet/status/1093163155029721088	Hill’s Prescription Diet and Science Diet Dog Food Recall https://t.co/8VHKZVhXRe
05.02.2019	08:33:19	Training	1	Hill’s dog food recall.	https://twitter.com/tweet/status/1092702699710107650	Hill’s dog food recall. https://t.co/VDocqxyRVo
05.02.2019	22:39:22	Training	1	@JTAnews Hill's dog food recall: Pet owners blame Hills for dogs' deaths - The ...	https://twitter.com/tweet/status/1092915614442754048	@JTAnews Hill's dog food recall: Pet owners blame Hills for dogs' deaths - The ... https://t.co/CgpMTTmmrv... 19 hours ago
05.02.2019	23:53:02	Training	1	RT @NBCNightlyNews: NOW on @NBCNightlyNews: A warning for pet owners-- a dog food recall has left an undetermined number of pets ill and so…	https://twitter.com/tweet/status/1092934151555162113	RT @NBCNightlyNews: NOW on @NBCNightlyNews: A warning for pet owners-- a dog food recall has left an undetermined number of pets ill and so…
05.02.2019	00:06:08	Training	1	RT @BulldawgLucy: Dog food recall-	https://twitter.com/tweet/status/1092575063122038784	RT @BulldawgLucy: Dog food recall- https://t.co/EJegIV9ajk
06.02.2019	15:15:20	Training	1	Dog food recall: How high levels of vitamin D can be toxic for pets https://t.co/4EBjoogafy	https://twitter.com/tweet/status/1093166436896231424	Dog food recall: How high levels of vitamin D can be toxic for pets https://t.co/4EBjoogafy https://t.co/72XjjncsMQ
05.02.2019	23:40:03	Training	1	have just learned about a dog food recall:	https://twitter.com/tweet/status/1092930885689716738	have just learned about a dog food recall: https://t.co/kcst8rYOoq
07.02.2019	04:44:54	Training	1	Dog food recall may have come too late for local pet owner	https://twitter.com/tweet/status/1093369991381045248	Dog food recall may have come too late for local pet owner https://t.co/jGAFfG6We6
06.02.2019	00:54:00	Training	1	Grieving pet owners say dog food recall came too late	https://twitter.com/tweet/status/1092949494784765952	Grieving pet owners say dog food recall came too late https://t.co/Yn5PjOrIC4
05.02.2019	22:39:40	Training	1	@JewishPress Hill's dog food recall: Pet owners blame Hills for dogs' deaths - The ...	https://twitter.com/tweet/status/1092915690334547969	@JewishPress Hill's dog food recall: Pet owners blame Hills for dogs' deaths - The ... https://t.co/CgpMTTmmrv... 19 hours ago
06.02.2019	01:37:05	Training	1	Vitamin D Toxicosis Leads To Hill's Dog Food Recall, Supplier Error Blamed	https://twitter.com/tweet/status/1092960339577073666	Vitamin D Toxicosis Leads To Hill's Dog Food Recall, Supplier Error Blamed https://t.co/B8zycBF9hN via @httpstwittercomPoisonedPets
05.02.2019	23:36:55	Training	1	New dog food recall and the latest warning on grain-free foods – Chico Enterprise-Record https://t.co/OIKOPYdSW8	https://twitter.com/tweet/status/1092930096351072258	New dog food recall and the latest warning on grain-free foods – Chico Enterprise-Record https://t.co/OIKOPYdSW8 https://t.co/laoYG4ZTu4
06.02.2019	15:49:40	Training	1	Hill's Pet Nutrition has put out a voluntary recall on some of their food. Take a look here and call us if you have…	https://twitter.com/tweet/status/1093174899395489793	Hill's Pet Nutrition has put out a voluntary recall on some of their food. Take a look here and call us if you have… https://t.co/v23bDjD8Nr
06.02.2019	16:27:36	Training	1	Dog food #recall: How high levels of vitamin D can be toxic for pets	https://twitter.com/tweet/status/1093184445857886209	Dog food #recall: How high levels of vitamin D can be toxic for pets https://t.co/YRSFv0YLum via @usatoday
04.02.2019	21:28:01	Training	1	** Hill's company has issued recommendations for the voluntary recall of certain foods. Important information from…	https://twitter.com/tweet/status/1092535270082314246	** Hill's company has issued recommendations for the voluntary recall of certain foods. Important information from… https://t.co/LtiUP8avrc
06.02.2019	15:14:48	Training	1	Dog food recall: How high levels of vitamin D can be toxic for pets https://t.co/fI9B9J2RPx	https://twitter.com/tweet/status/1093166125070860289	Dog food recall: How high levels of vitamin D can be toxic for pets https://t.co/fI9B9J2RPx https://t.co/d34UL6cuWP
06.02.2019	13:46:43	Training	1	RT @kiss957: There has been a massive recall for one popular dog food over concerns of excessive vitamin D, a problem that could be deadly!…	https://twitter.com/tweet/status/1093143955133353985	RT @kiss957: There has been a massive recall for one popular dog food over concerns of excessive vitamin D, a problem that could be deadly!…
05.02.2019	23:30:25	Training	1	"""Hill's Pet Nutrition Is Latest Brand to Get Hit by Dog Food Recall - Newser"" #food #eat #health #tastyfix"	https://twitter.com/tweet/status/1092928471234461697	"""Hill's Pet Nutrition Is Latest Brand to Get Hit by Dog Food Recall - Newser"" #food #eat #health #tastyfix https://t.co/W3UjRuYvgT"
05.02.2019	23:54:50	Training	1	RT @ColPotterRescue: ALERT: PET FOOD RECALL Hills Prescription Science Diet #Cairns #CairnTerrier #rescuedog #AdoptDontShop #dogs #dog…	https://twitter.com/tweet/status/1092934606146465793	RT @ColPotterRescue: ALERT: PET FOOD RECALL Hills Prescription Science Diet #Cairns #CairnTerrier #rescuedog #AdoptDontShop #dogs #dog…
05.02.2019	20:00:00	Training	1	DOG FOOD RECALL: Hill's Pet Nutrition latest brand hit by dog food recall over excessive levels of vitamin D --…	https://twitter.com/tweet/status/1092875508512157696	DOG FOOD RECALL: Hill's Pet Nutrition latest brand hit by dog food recall over excessive levels of vitamin D --… https://t.co/lCTUtihKsy
04.02.2019	20:42:50	Training	1	#Recall Alert for Pet Owners - Dog food products recalled over possible concerns of pets vomiting, losing weight…	https://twitter.com/tweet/status/1092523900662149120	#Recall Alert for Pet Owners - Dog food products recalled over possible concerns of pets vomiting, losing weight… https://t.co/5j7a1kVXHw
07.02.2019	00:30:08	Training	1	Hill Dog Food recall	https://twitter.com/tweet/status/1093305877111676930	Hill Dog Food recall https://t.co/B43nxAxVQZ
04.02.2019	22:29:13	Training	1	A very important RECALL ALERT!! Hill’s Pet Nutrition is voluntarily recalling select canned dog food products due t…	https://twitter.com/tweet/status/1092550670681550849	A very important RECALL ALERT!! Hill’s Pet Nutrition is voluntarily recalling select canned dog food products due t… https://t.co/ZfGTkqkoNc
05.02.2019	13:30:20	Training	1	Hill's dog food recall: Pet owners blame Hills for dogs' deaths - The Washington Post	https://twitter.com/tweet/status/1092777551230103552	Hill's dog food recall: Pet owners blame Hills for dogs' deaths - The Washington Post https://t.co/BByDg5yqsb
06.02.2019	12:00:28	Training	1	Hill's Food Recall - Now What?	https://twitter.com/tweet/status/1093117217007435776	Hill's Food Recall - Now What? https://t.co/2lnQYmdInD
05.02.2019	10:40:02	Training	1	Hill's joins dog food recall:	https://twitter.com/tweet/status/1092734586092748801	Hill's joins dog food recall: https://t.co/uCQTHcjNCj
06.02.2019	22:52:12	Training	1	RT @RecalledPetFood: PET FOOD #RECALL:	https://twitter.com/tweet/status/1093281232857763846	RT @RecalledPetFood: PET FOOD #RECALL: https://t.co/yjOVcSNNms Hill’s Pet Nutrition Voluntarily Recalls Select Canned Dog Food for Excessiv…
05.02.2019	12:44:09	Training	1	URGENT! Potentially Fatal Dog Food Recall! Please Read & Share! https://t.co/mzbCQrMBPa	https://twitter.com/tweet/status/1092765825180880896	URGENT! Potentially Fatal Dog Food Recall! Please Read & Share! https://t.co/mzbCQrMBPa https://t.co/mzbCQrMBPa
06.02.2019	01:52:54	Training	1	Grieving pet owners say dog food recall came too late - NBC News	https://twitter.com/tweet/status/1092964319040401413	Grieving pet owners say dog food recall came too late - NBC News https://t.co/awaXNWddHX
05.02.2019	17:40:23	Training	1	FYI! __ Dog food recall: Hill's Pet Nutrition food may contain dangerous levels of vitamin D	https://twitter.com/tweet/status/1092840372558950400	FYI! __ Dog food recall: Hill's Pet Nutrition food may contain dangerous levels of vitamin D https://t.co/awtValeEcu via @usatoday
05.02.2019	17:43:54	Training	1	DOG FOOD RECALL: Dog illnesses and deaths reportedly linked to excess Vitamin D in Hill’s Pet Nutrition “Prescripti…	https://twitter.com/tweet/status/1092841256294612992	DOG FOOD RECALL: Dog illnesses and deaths reportedly linked to excess Vitamin D in Hill’s Pet Nutrition “Prescripti… https://t.co/dbM0ACrcYF
